time,open,high,low,close,volume,symbol,close_norm,return_1d,return_5d,macd,rsi,adx,volume_norm
2014-10-21,15.33,15.33,15.17,15.25,621430.0,STB,-1.9715639860876064,-0.29091302644100786,0.5901868127013167,-0.5620947258913782,-0.28465526898646665,-1.1059197039087059,0.43132356300998054
2014-10-22,15.17,15.33,15.17,15.25,224860.0,STB,-1.9123585467708177,0.10919061528042587,-1.1508966149233204,-0.5291576860793363,-0.28177012781394306,-1.0299276090401253,-0.3549247216450413
2014-10-23,15.25,15.25,15.08,15.17,374700.0,STB,-2.0555672115860717,-0.2995971249969978,-0.6503523094710092,-0.5530439520576101,-0.09292011271440624,-0.9321050365926957,-0.05825697513652453
2014-10-24,15.17,15.25,15.08,15.17,116900.0,STB,-1.9582461664942796,0.09030633021225115,0.09039353511538803,-0.508256739681396,-0.5840783798504593,-0.8404230934850914,-0.5682736664725291
2014-10-27,15.17,15.17,14.92,15.0,381160.0,STB,-2.292209564920198,-0.7671321759917055,-0.6912785412096836,-0.6488606424538779,-0.6614432687753468,-0.708722213554741,-0.05167141024521792
2014-10-28,14.92,15.25,14.92,15.25,353590.0,STB,-1.5666085401957808,1.3688873316361099,0.3163546935067217,-0.32371902102776456,-0.002234154295016606,-0.6338780999513182,-0.11296915819164949
2014-10-29,15.08,15.42,15.08,15.42,251270.0,STB,-1.081311103952549,0.9159812953101041,0.8223454523360834,0.17063662757715292,-0.002697499844114675,-0.6560935745388501,-0.3230131958997638
2014-10-30,15.42,15.5,15.25,15.5,251110.0,STB,-0.8410931795109482,0.45129585120643145,1.2841405533280326,0.6214840639969346,0.3407619038623821,-0.7155916506794483,-0.3128160020759456
2014-10-31,15.5,15.92,15.33,15.92,972270.0,STB,0.28979189126319954,2.0199072742247646,2.4225589524441853,1.4774580381118279,1.1933618344385004,-0.7071548102515043,1.0900638909840896
2014-11-03,16.33,16.33,15.83,15.92,306000.0,STB,0.307957448227127,0.018618416088354878,2.7149405184325714,1.9083840458901609,1.7696967461850368,-0.597577772540879,-0.2265129387853035
2014-11-04,15.75,16.0,15.75,15.75,237030.0,STB,-0.1383572513132087,-0.7696304250732674,1.4562410073502108,1.8369248243813014,0.491171569832399,-0.5270064486748479,-0.3631278257286683
2014-11-05,15.58,15.83,15.58,15.67,197670.0,STB,-0.3447184768534577,-0.3633787091163647,0.7450740408141697,1.599989921766041,0.8567197555373712,-0.5315988364582852,-0.43187907894679106
2014-11-06,15.67,15.83,15.67,15.75,149160.0,STB,-0.12700154410390266,0.37317599765245907,0.7150496652233205,1.4821878159360649,1.7277582189645633,-0.5363207139885696,-0.5225928447945059
