time,open,high,low,close,volume,symbol,close_norm,return_1d,return_5d,macd,rsi,adx,volume_norm
2014-10-21,47.9,50.69,47.43,50.69,831910.0,GAS,-0.7050038189037955,3.157998658988187,0.10265241918602092,-0.04903591887327656,-0.023925117473167827,-1.4293940586575538,1.6700156891986202
2014-10-22,50.22,50.69,49.76,50.22,243570.0,GAS,-0.8684936482416584,-0.4281518805932222,0.09639379140516394,0.271642666704477,-0.023925117473167827,-1.5620282593076815,-0.6718970325280247
2014-10-23,49.76,50.22,48.83,48.83,346850.0,GAS,-1.3421150836889701,-1.2411123593359241,0.5017762766996146,0.23540713787221115,-0.08795204235020328,-1.6364504769023147,-0.2740870370062999
2014-10-24,48.83,49.76,47.9,48.36,362550.0,GAS,-1.4709652171236125,-0.4095867150177984,0.9190532987773552,0.14875675975463193,-0.1451415508454854,-1.6452988884327135,-0.2205789805060855
2014-10-27,48.36,48.83,47.43,48.36,262960.0,GAS,-1.4255089656239879,0.042725549157162264,0.47107316993813086,0.1249868934663166,-0.1985800425709596,-1.6164497828924516,-0.6160445957452886
2014-10-28,47.9,48.36,47.43,48.36,179010.0,GAS,-1.3902463191172845,0.029467823646826243,-0.9198855237765204,0.13870082967195455,-0.33955832803642066,-1.5761373120386533,-0.9521656821078357
2014-10-29,48.83,49.76,48.83,49.29,138430.0,GAS,-1.0521568464234252,0.9024851687450378,-0.32590998941027083,0.34621845194212664,-0.7735985185557939,-1.6391781762033004,-1.0908442110186312
2014-10-30,49.29,49.76,48.36,48.36,241090.0,GAS,-1.3184486738757393,-0.8208617274753447,-0.11563248640662648,0.32873133737232985,-0.6911339911697113,-1.6620622640240836,-0.6572659858325032
2014-10-31,48.83,49.29,47.9,49.29,437850.0,GAS,-0.9789875453432048,0.9539823937557524,0.5192561695558622,0.512625671761581,-0.33783955847540137,-1.6493670345373173,0.12370354960285977
2014-11-03,49.29,49.76,48.83,48.83,246170.0,GAS,-1.09640368004818,-0.38093650388725975,0.3198611099811739,0.5544784767848997,-0.24568732246342118,-1.671584917308699,-0.6467895704605718
