episode,timestamp,total_reward,portfolio_value,total_return_pct,n_trades,total_cost,steps
1,2026-03-18T10:40:57.743921,-0.001,1020378226.23,2.0378,160,12733035.77,10
2,2026-03-18T10:40:58.857944,-0.001,1022473753.62,2.2474,160,14159044.38,10
3,2026-03-18T10:40:58.858462,-0.001,973496698.92,-2.6503,160,12851150.08,10
